MarxanID,IgnitionGA25,IgnitionPA25
1310,0.217792539,0.189557164
1311,0.20841223,0.192042022
1312,0.203022923,0.186376086
1313,0.139514533,0.123559223
1314,0.208002195,0.183301804
1322,0.202833286,0.176443687
1323,0.176491341,0.159049745
1326,0.216212497,0.199398605
1327,0.142408452,0.126134434
1328,0.198084049,0.180454286
1329,0.202090448,0.176566532
1330,0.207450958,0.179675603
1333,0.205626287,0.180482985
1335,0.130780876,0.115678199
1336,0.174112734,0.152596112
1337,0.205333887,0.178740266
1338,0.209046086,0.181144051
1339,0.197839805,0.172851138
1340,0.203181774,0.176184263
1341,0.203246194,0.176326168
1343,0.357565361,0.332480206
1344,0.212438071,0.183661445
1345,0.196889885,0.171859974
1346,0.199942496,0.173951094
1347,0.142408452,0.126134434
1348,0.161895694,0.146837539
1349,0.161895694,0.146837539
1350,0.162661022,0.147783398
1351,0.15916209,0.143680542
1353,0.204163275,0.179129472
1359,0.180137078,0.16328722
1361,0.156944869,0.138891876
1371,0.161895694,0.146837539
1373,0.21156914,0.183450351
1374,0.212016617,0.184196887
1375,0.21045587,0.183412798
1376,0.216410867,0.18692303
1381,0.142408452,0.126134434
1382,0.142408452,0.126134434
1389,0.266923811,0.242756134
1394,0.142408452,0.126134434
1395,0.136710408,0.121022896
1398,0.154867289,0.136561345
1399,0.196424496,0.172303325
1400,0.200266482,0.183160082
1403,0.200917087,0.183633761
1404,0.154867289,0.136561345
1405,0.198161091,0.173848949
1406,0.246015945,0.227025845
1407,0.172390245,0.158425856
1409,0.16832259,0.153824291
1412,0.177671981,0.162999597
1414,0.158431138,0.141662516
1417,1.18724E-09,1.18724E-09
1428,0.148142718,0.141715658
1431,0.309508963,0.296927845
1432,0.19484916,0.170918273
1433,0.158431138,0.141662516
1435,0.148409339,0.161838684
1438,0.158431138,0.141662516
1439,0.158431138,0.141662516
1440,0.201509928,0.184295274
1442,0.19167856,0.168281488
1443,0.239276254,0.218150531
1444,0.159140072,0.142568226
1449,0.149876202,0.133626425
1450,0.12080848,0.11336349
1451,0.12080848,0.11336349
1452,0.12080848,0.11336349
1453,0.304292504,0.290501844
1457,0.271709496,0.252174741
1459,0.208433758,0.182970613
1460,0.160124162,0.143700741
1462,0.158431138,0.141662516
1464,0.159020241,0.172177853
1468,0.140012722,0.153181771
1469,1.18724E-09,1.18724E-09
1470,0.134198271,0.138722944
1471,0.219336913,0.191991533
1472,0.188386896,0.16743411
1473,0.030321947,0.027709842
1474,0.174471469,0.157274284
1475,0.185189359,0.165797997
1476,1.18724E-09,1.18724E-09
1477,1.18724E-09,1.18724E-09
1478,1.18724E-09,1.18724E-09
1479,0.149338193,0.131195127
1480,0.208002195,0.183301804
1481,0.155595173,0.139388526
1482,0.157861085,0.141332544
1483,0.192703024,0.171737964
1484,0.166304023,0.149512887
1485,0.076955011,0.074704082
1487,1.18724E-09,1.18724E-09
1489,0.165821531,0.145336443
1490,0.020755449,0.019223896
1491,0.048304274,0.046116401
1492,1.18724E-09,1.18724E-09
1493,0.136710093,0.151187893
1495,0.015566822,0.014393854
1498,0.363337916,0.335803961
1499,0.15142211,0.134512201
1502,0.159518778,0.140311367
1503,0.160105627,0.171742265
1504,0.156914318,0.164924289
1505,0.195154928,0.170946307
1506,0.185402309,0.162712709
1507,0.192848556,0.170007831
1508,0.028854504,0.026384414
1509,0.194073027,0.170525865
1511,0.124596522,0.120226779
1513,0.12080848,0.11336349
1514,0.145353315,0.142402882
1516,0.000716121,0.000721414
1517,0.130780876,0.115678199
1518,0.201088273,0.176051369
1519,0.124737364,0.122110748
1520,0.116785633,0.112755658
1521,1.18724E-09,1.18724E-09
1523,1.18724E-09,1.18724E-09
1525,0.069343508,0.064204157
1528,0.205538278,0.179880166
1529,0.167890244,0.149624378
1530,0.19978288,0.177739082
1531,0.189965146,0.168183048
1533,0.187501479,0.164055343
1534,0.187501479,0.164055343
1535,0.157080419,0.141466243
1536,0.211544688,0.185122403
1537,0.132388954,0.143782716
1538,0.190232563,0.167526478
1539,0.188286643,0.168452826
1540,0.172306547,0.15119664
1543,0.226086755,0.199100117
1545,0.176651333,0.155214999
1547,0.056210272,0.052057636
1548,0.077358746,0.07027813
1549,1.18724E-09,1.18724E-09
1550,0.169358761,0.148938365
1551,0.00646204,0.005905913
1552,5.96461E-07,6.39801E-07
1553,0.141726961,0.123944769
1557,0.158431138,0.141662516
1559,0.172605507,0.151486086
1560,0.058133401,0.054404849
1562,0.204943169,0.186169374
1563,0.168582438,0.147752318
1564,0.052638026,0.049252197
1565,0.206641481,0.180439064
1566,1.18724E-09,1.18724E-09
1567,0.12080848,0.11336349
1568,0.12080848,0.11336349
1569,0.172464103,0.159879887
1570,0.173869363,0.167362896
1571,1.18724E-09,1.18724E-09
1572,1.18724E-09,1.18724E-09
1573,1.18724E-09,1.18724E-09
1574,1.18724E-09,1.18724E-09
1575,1.18724E-09,1.18724E-09
1576,1.18724E-09,1.18724E-09
1578,1.18724E-09,1.18724E-09
1579,3.14987E-05,2.91253E-05
1580,0.080132446,0.076344758
1581,0.080132446,0.076344758
1582,0.080132446,0.076344758
1585,0.196247736,0.179279353
1586,0.12080848,0.11336349
1587,0.17999803,0.157599114
1590,1.18724E-09,1.18724E-09
1591,1.18724E-09,1.18724E-09
1592,1.18724E-09,1.18724E-09
1593,0.130613604,0.133913474
1594,1.18724E-09,1.18724E-09
1595,1.18724E-09,1.18724E-09
1596,1.18724E-09,1.18724E-09
1597,1.18724E-09,1.18724E-09
1598,1.18724E-09,1.18724E-09
1599,1.18724E-09,1.18724E-09
1600,1.18724E-09,1.18724E-09
1601,1.18724E-09,1.18724E-09
1602,0.195969957,0.171621885
1603,1.18724E-09,1.18724E-09
1604,1.18724E-09,1.18724E-09
1605,1.18724E-09,1.18724E-09
1606,0.199331135,0.173828655
1607,0.148142718,0.141715658
1608,0.080132446,0.076344758
1609,0.206182737,0.19931241
1610,0.147018973,0.12975677
1611,0.19850027,0.175506774
1612,0.186936303,0.166790185
1613,0.131371578,0.116066876
1615,0.15995466,0.153877642
1616,0.234049463,0.23540561
1617,0.192249042,0.170376347
1618,0.12080848,0.11336349
1619,0.12080848,0.11336349
1620,0.194467782,0.177810229
1621,0.12080848,0.11336349
1622,0.17579381,0.158695626
1623,0.095603998,0.088542732
1624,0.195738748,0.178581595
1625,0.256428037,0.231511336
1421,0.355340051,0.343842333
1422,0.349243528,0.335343732
1423,0.411473533,0.397740963
1424,0.416644881,0.400997655
1425,0.28629574,0.274764613
1426,0.242569019,0.233548522
1427,0.352617771,0.339812737
1429,0.295635379,0.288967349
1430,0.322867178,0.310045318
1436,0.228896942,0.218755049
1437,0.349560364,0.335115252
1454,0.236902591,0.226194197
1455,0.249440025,0.23962469
1456,0.278755902,0.265570028
1465,0.226288021,0.216556492
1466,0.243591637,0.237497658
1467,0.228126011,0.219251742
1544,0.315508535,0.302468321
1589,0.251864414,0.240357867
1614,0.279205832,0.267010307
